Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR6444657_2	SRR6444657_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16820.0	4.2 Mbp	0.0	248-251	52.0	9.096313912009514	250.98293697978596	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444667_1	SRR6444667_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19344.0	4.8 Mbp	0.0	248-251	50.0	3.840984284532672	249.94644334160463	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444667_2	SRR6444667_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19344.0	4.8 Mbp	0.0	248-251	51.0	10.483870967741936	250.98294044665013	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444669_1	SRR6444669_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12789.0	3.1 Mbp	0.0	248-251	49.0	3.792321526311674	249.93775901165063	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444669_2	SRR6444669_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12789.0	3.2 Mbp	0.0	248-251	50.0	8.655876143560873	250.9849870982876	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444670_1	SRR6444670_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31590.0	7.8 Mbp	0.0	248-251	50.0	2.9123140234251346	249.97936055713834	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444670_2	SRR6444670_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31590.0	7.9 Mbp	0.0	248-251	51.0	6.945235834124723	250.98740107628996	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444675_1	SRR6444675_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15404.0	3.8 Mbp	0.0	248-251	49.0	2.622695403791223	249.98078421189302	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444675_2	SRR6444675_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15404.0	3.8 Mbp	0.0	248-251	50.0	6.004933783432874	250.98558815891977	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444678_1	SRR6444678_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24885.0	6.2 Mbp	0.0	248-251	51.0	3.258991360257183	250.02113723126382	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444678_2	SRR6444678_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24885.0	6.2 Mbp	0.0	248-251	51.0	7.683343379545911	250.98513160538477	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444679_1	SRR6444679_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22367.0	5.5 Mbp	0.0	248-251	51.0	2.5305137032234986	250.02610989404033	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444679_2	SRR6444679_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22367.0	5.6 Mbp	0.0	248-251	52.0	6.1921580900433675	250.98864398444135	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444680_1	SRR6444680_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25802.0	6.4 Mbp	0.0	248-251	50.0	2.7827300209286103	249.98775288737306	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444680_2	SRR6444680_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25802.0	6.4 Mbp	0.0	249-251	51.0	6.363847763739246	250.98988450507713	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444695_1	SRR6444695_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11987.0	2.9 Mbp	0.0	248-251	50.0	3.4620839242512718	250.03286894135314	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444695_2	SRR6444695_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11987.0	3 Mbp	0.0	248-251	51.0	9.877367147743389	250.98406607157753	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444702_1	SRR6444702_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34100.0	8.5 Mbp	0.0	248-251	50.0	2.8856304985337244	249.97129032258064	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444702_2	SRR6444702_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34100.0	8.5 Mbp	0.0	248-251	50.0	6.419354838709677	250.98876832844576	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444708_1	SRR6444708_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35237.0	8.8 Mbp	0.0	248-251	50.0	2.806708857167182	250.0237250617249	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444708_2	SRR6444708_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35237.0	8.8 Mbp	0.0	248-251	51.0	6.881970655844709	250.98569685274	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444713_1	SRR6444713_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13375.0	3.3 Mbp	0.0	170-251	50.0	4.68785046728972	249.79828037383177	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444713_2	SRR6444713_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13375.0	3.3 Mbp	0.0	248-251	51.0	10.362616822429906	250.98422429906543	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444724_1	SRR6444724_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22875.0	5.7 Mbp	0.0	248-251	49.0	2.0371584699453553	249.83339890710383	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444724_2	SRR6444724_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22875.0	5.7 Mbp	0.0	248-251	50.0	6.893989071038252	250.98373770491804	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444735_1	SRR6444735_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31366.0	7.8 Mbp	0.0	248-251	51.0	3.2806223299113686	249.95600331569216	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444735_2	SRR6444735_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31366.0	7.8 Mbp	0.0	248-251	51.0	6.813109736657527	250.98852260409362	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444736_1	SRR6444736_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27290.0	6.8 Mbp	0.0	248-251	50.0	3.081714913887871	249.91183583730304	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444736_2	SRR6444736_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27290.0	6.8 Mbp	0.0	248-251	51.0	6.104800293147673	250.98860388420667	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444758_1	SRR6444758_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18232.0	4.5 Mbp	0.0	248-251	51.0	4.453707766564283	249.9334137779728	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444758_2	SRR6444758_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18232.0	4.5 Mbp	0.0	244-251	52.0	9.477841158402809	250.98623299692846	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444768_1	SRR6444768_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14028.0	3.5 Mbp	0.0	248-251	51.0	3.5001425719988593	250.00570287995438	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444768_2	SRR6444768_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14028.0	3.5 Mbp	0.0	249-251	52.0	8.354719133162247	250.9870259481038	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444776_1	SRR6444776_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13056.0	3.2 Mbp	0.0	248-251	52.0	4.580269607843137	249.94355085784315	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444776_2	SRR6444776_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13056.0	3.2 Mbp	0.0	248-251	52.0	8.907781862745098	250.98690257352942	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444788_1	SRR6444788_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19573.0	4.8 Mbp	0.0	248-251	51.0	4.0412813569713375	249.9453839472743	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444788_2	SRR6444788_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19573.0	4.9 Mbp	0.0	248-251	52.0	9.528432023706126	250.98697184897563	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444792_1	SRR6444792_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9737.0	2.4 Mbp	0.0	248-251	49.0	3.1015713258703914	250.00277292800658	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444792_2	SRR6444792_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9737.0	2.4 Mbp	0.0	249-251	50.0	7.918249974324741	250.9868542672281	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444797_1	SRR6444797_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27410.0	6.8 Mbp	0.0	248-251	49.0	2.12331265961328	249.9206858810653	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444797_2	SRR6444797_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27410.0	6.8 Mbp	0.0	248-251	50.0	6.625319226559649	250.97946005107625	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444802_1	SRR6444802_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21167.0	5.2 Mbp	0.0	248-251	51.0	3.8739547408702224	249.93338687579723	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444802_2	SRR6444802_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21167.0	5.3 Mbp	0.0	248-251	51.0	8.480181414465914	250.9911182501063	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444816_1	SRR6444816_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22154.0	5.5 Mbp	0.0	248-251	53.0	3.665252324636634	250.00740272636995	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444816_2	SRR6444816_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22154.0	5.5 Mbp	0.0	248-251	53.0	8.964521079714723	250.98492371580753	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444823_1	SRR6444823_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33263.0	8.3 Mbp	0.0	248-251	50.0	2.78387397408532	249.99948892162462	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444823_2	SRR6444823_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33263.0	8.3 Mbp	0.0	249-251	51.0	5.766166611550371	250.99010913026487	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444824_1	SRR6444824_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31950.0	7.9 Mbp	0.0	248-251	49.0	2.3818466353677623	249.96400625978092	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444824_2	SRR6444824_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31950.0	8 Mbp	0.0	248-251	50.0	5.896713615023474	250.98748043818466	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444838_1	SRR6444838_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17401.0	4.3 Mbp	0.0	166-251	49.0	3.3791161427504166	249.9474742830872	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444838_2	SRR6444838_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17401.0	4.3 Mbp	0.0	248-251	50.0	8.654675018677088	250.98528820182747	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444840_1	SRR6444840_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26417.0	6.6 Mbp	0.0	248-251	49.0	2.4643222167543626	249.97584888518756	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444840_2	SRR6444840_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26417.0	6.6 Mbp	0.0	248-251	50.0	6.840292236060113	250.98504750728696	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444846_1	SRR6444846_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14720.0	3.6 Mbp	0.0	248-251	51.0	4.83695652173913	249.89422554347826	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444846_2	SRR6444846_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14720.0	3.6 Mbp	0.0	248-251	51.0	10.13586956521739	250.98315217391306	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444849_1	SRR6444849_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27405.0	6.8 Mbp	0.0	248-251	52.0	3.8825031928480205	249.97423827768657	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444849_2	SRR6444849_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27405.0	6.8 Mbp	0.0	248-251	52.0	8.056923918992885	250.989308520343	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444854_1	SRR6444854_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15042.0	3.7 Mbp	0.0	248-251	58.0	2.0077117404600453	249.9981385454062	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444854_2	SRR6444854_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15042.0	3.7 Mbp	0.0	249-251	59.0	6.840845632229757	250.98304746709215	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444859_1	SRR6444859_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26655.0	6.6 Mbp	0.0	245-251	51.0	3.0613393359594823	249.95107859688613	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444859_2	SRR6444859_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26655.0	6.6 Mbp	0.0	248-251	51.0	7.150628399924967	250.98829487900957	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444863_1	SRR6444863_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29446.0	7.3 Mbp	0.0	245-251	52.0	3.3111458262582354	250.00828635468315	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444863_2	SRR6444863_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29446.0	7.3 Mbp	0.0	248-251	52.0	6.466073490457108	250.989472254296	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444864_1	SRR6444864_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13535.0	3.3 Mbp	0.0	245-251	52.0	2.371629109715552	249.98537125969708	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444864_2	SRR6444864_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13535.0	3.3 Mbp	0.0	248-251	52.0	9.02844477281123	250.98042113040265	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444881_1	SRR6444881_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23595.0	5.8 Mbp	0.0	248-251	51.0	4.263615172706082	249.9099385463022	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444881_2	SRR6444881_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23595.0	5.9 Mbp	0.0	248-251	52.0	12.689129052765416	250.97270608179699	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444885_1	SRR6444885_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21893.0	5.4 Mbp	0.0	248-251	52.0	3.663271365276573	249.9518567578678	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444885_2	SRR6444885_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21893.0	5.4 Mbp	0.0	248-251	52.0	8.395377517928104	250.98894623852374	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444903_1	SRR6444903_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15682.0	3.9 Mbp	0.0	248-251	51.0	4.068358627726056	249.96116566764442	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444903_2	SRR6444903_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15682.0	3.9 Mbp	0.0	248-251	52.0	9.88394337456957	250.9873102920546	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444927_1	SRR6444927_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33868.0	8.4 Mbp	0.0	248-251	51.0	3.27152474312035	249.98886854848234	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444927_2	SRR6444927_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33868.0	8.5 Mbp	0.0	248-251	51.0	7.375693870320066	250.98715601747963	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444932_1	SRR6444932_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17200.0	4.3 Mbp	0.0	248-251	51.0	2.25	250.02947674418604	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444932_2	SRR6444932_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17200.0	4.3 Mbp	0.0	249-251	52.0	6.75	250.9868023255814	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444938_1	SRR6444938_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17827.0	4.4 Mbp	0.0	248-251	51.0	2.5803556403208616	250.0044314803388	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444938_2	SRR6444938_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17827.0	4.4 Mbp	0.0	248-251	52.0	7.60083020137993	250.98822011555507	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444943_1	SRR6444943_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18578.0	4.6 Mbp	0.0	248-251	50.0	2.691355366562601	249.92168155883303	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444943_2	SRR6444943_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18578.0	4.6 Mbp	0.0	248-251	51.0	7.4765852083109055	250.9870814942405	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444945_1	SRR6444945_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21903.0	5.4 Mbp	0.0	238-251	51.0	3.8944436835136735	249.95169611468748	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444945_2	SRR6444945_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21903.0	5.4 Mbp	0.0	248-251	52.0	8.25914258320778	250.98762726567136	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444948_1	SRR6444948_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34108.0	8.5 Mbp	0.0	248-251	51.0	3.6706930925296115	249.94051248973847	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444948_2	SRR6444948_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34108.0	8.5 Mbp	0.0	248-251	51.0	7.100973378679488	250.98777412923656	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444957_1	SRR6444957_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24534.0	6.1 Mbp	0.0	247-251	52.0	3.615390886117225	249.9587103611315	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444957_2	SRR6444957_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24534.0	6.1 Mbp	0.0	248-251	53.0	8.229395940327707	250.99038069617674	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444958_1	SRR6444958_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37597.0	9.3 Mbp	0.0	248-251	50.0	2.8592706864909436	249.93911748277787	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444958_2	SRR6444958_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37597.0	9.4 Mbp	0.0	248-251	51.0	8.000638348804426	250.98569034763412	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444959_1	SRR6444959_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21142.0	5.2 Mbp	0.0	248-251	49.0	2.3176615268186547	249.86921767098667	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444959_2	SRR6444959_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21142.0	5.3 Mbp	0.0	248-251	50.0	7.463816100652728	250.98316147951945	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444964_1	SRR6444964_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14259.0	3.5 Mbp	0.0	248-251	49.0	3.015639245388877	249.98120485307524	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444964_2	SRR6444964_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14259.0	3.5 Mbp	0.0	249-251	49.0	7.80559646539028	250.98695560698505	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444980_1	SRR6444980_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37565.0	9.3 Mbp	0.0	248-251	51.0	2.9069612671369627	250.02470384666577	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444980_2	SRR6444980_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37565.0	9.4 Mbp	0.0	248-251	51.0	6.476773592439771	250.98778117928924	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444996_1	SRR6444996_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32618.0	8.1 Mbp	0.0	248-251	51.0	3.14856827518548	249.98191182782512	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444996_2	SRR6444996_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32618.0	8.1 Mbp	0.0	248-251	52.0	6.517873566742289	250.98838064872157	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444999_1	SRR6444999_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32429.0	8.1 Mbp	0.0	248-251	51.0	2.673532948903759	249.96305775694594	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444999_2	SRR6444999_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32429.0	8.1 Mbp	0.0	248-251	51.0	6.281414783064541	250.99016312559746	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445001_1	SRR6445001_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21530.0	5.3 Mbp	0.0	248-251	52.0	2.3548536925220622	249.99047840222946	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445001_2	SRR6445001_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21530.0	5.4 Mbp	0.0	248-251	53.0	6.158848118903855	250.98871342313052	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445013_1	SRR6445013_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16837.0	4.2 Mbp	0.0	248-251	51.0	4.234721149848548	249.97719308665438	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445013_2	SRR6445013_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16837.0	4.2 Mbp	0.0	248-251	52.0	8.891132624576825	250.9899625824078	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445016_1	SRR6445016_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24226.0	6 Mbp	0.0	248-251	51.0	2.592256253611822	250.07979030793362	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445016_2	SRR6445016_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24226.0	6 Mbp	0.0	248-251	52.0	6.055477586064558	250.98765788821927	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445020_1	SRR6445020_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27291.0	6.8 Mbp	0.0	248-251	50.0	2.6602176541717046	250.01282474075703	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445020_2	SRR6445020_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27291.0	6.8 Mbp	0.0	248-251	50.0	7.812099226851343	250.98563629035212	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445027_1	SRR6445027_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30101.0	7.5 Mbp	0.0	248-251	52.0	2.7141955416763563	249.9774093883924	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445027_2	SRR6445027_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30101.0	7.5 Mbp	0.0	244-251	53.0	7.285472243447061	250.98867147270855	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445035_1	SRR6445035_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23141.0	5.7 Mbp	0.0	245-251	51.0	3.919450326260749	249.98911023724125	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6445035_2	SRR6445035_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23141.0	5.8 Mbp	0.0	248-251	51.0	7.929648675510998	250.98815954366708	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
