Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Fungus_2137_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.003678138371565792)	(33.0, 0.0049041844954210555)	(34.0, 0.011034415114697375)	(35.0, 0.011034415114697375)	(36.0, 0.17409854958744772)	(37.0, 0.12628275075709205)	(38.0, 0.07601485967902635)	(39.0, 0.32245013057393385)	(40.0, 0.5799198165835403)	(41.0, 11.340926645662238)	(42.0, 25.379154763797324)	(43.0, 8.545541483270965)	(44.0, 1.9236663683288708)	(45.0, 0.6007626006890804)	(46.0, 0.2611478243811715)	(47.0, 0.7380797665608738)	(48.0, 1.5239753319520706)	(49.0, 2.262055098512962)	(50.0, 2.4361536481004293)	(51.0, 8.140946262398543)	(52.0, 7.421257187695253)	(53.0, 3.437833331290294)	(54.0, 5.741573998013923)	(55.0, 1.9347007834435694)	(56.0, 3.2919338425515012)	(57.0, 2.1051211946594703)	(58.0, 4.656523178402261)	(59.0, 1.1365447568138294)	(60.0, 0.3420668685556178)	(61.0, 0.1961673798168426)	(62.0, 0.48796635729439286)	(63.0, 0.8263550874784553)	(64.0, 3.434155192918728)	(65.0, 0.24643527089490855)	(66.0, 0.009808368990842111)	(67.0, 0.022068830229394747)	(68.0, 0.10666601277540784)	(69.0, 0.11279624339468412)	(70.0, 0.025746968600960537)	(71.0, 0.0024520922477105278)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2137_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.001229090104595566)	(28.0, 0.001229090104595566)	(29.0, 0.001229090104595566)	(30.0, 0.009832720836764529)	(31.0, 0.04916360418382267)	(32.0, 0.1954253266306954)	(33.0, 0.49778149236120234)	(34.0, 0.06882904585735171)	(35.0, 0.2937525349983401)	(36.0, 0.6219195929253579)	(37.0, 8.705645210850232)	(38.0, 9.044874079718763)	(39.0, 7.603151387027508)	(40.0, 17.1986578336066)	(41.0, 2.428682046680857)	(42.0, 0.683374098155138)	(43.0, 0.3060434360442956)	(44.0, 0.5321960152898791)	(45.0, 0.6575632059586304)	(46.0, 0.7054977200378589)	(47.0, 0.36381067096028635)	(48.0, 0.4609087892233348)	(49.0, 1.9407332751563615)	(50.0, 9.492262877791752)	(51.0, 8.726539742628367)	(52.0, 1.7096643354923997)	(53.0, 1.7022897948648266)	(54.0, 2.477845650864685)	(55.0, 2.365998451346476)	(56.0, 5.200280232543688)	(57.0, 3.2128415334129174)	(58.0, 2.7691400056538673)	(59.0, 3.934317424810542)	(60.0, 1.1885301311439092)	(61.0, 1.4195990708078625)	(62.0, 0.9377957498064274)	(63.0, 0.5285087449760922)	(64.0, 0.591192340310468)	(65.0, 0.17944715527095292)	(66.0, 0.3797888423200285)	(67.0, 0.39330883347057954)	(68.0, 0.16346898391121045)	(69.0, 0.009832720836764529)	(70.0, 0.002458180209191132)	(71.0, 0.004916360418382264)	(72.0, 0.002458180209191132)	(73.0, 0.022123621882720185)	(74.0, 0.1659271641204016)	(75.0, 0.04547633387003597)	(76.0, 0.002458180209191132)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2146_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0013287623907088444)	(37.0, 0.003986287172126533)	(38.0, 0.04783544606551842)	(39.0, 0.22721836881121293)	(40.0, 1.2849132318154493)	(41.0, 0.17273911079214993)	(42.0, 0.06643811953544226)	(43.0, 0.18336920991782077)	(44.0, 0.3242180233329578)	(45.0, 2.21106061813949)	(46.0, 10.990193733553395)	(47.0, 69.0743841186424)	(48.0, 7.406521565810528)	(49.0, 0.9062159504634404)	(50.0, 0.45045045045029625)	(51.0, 0.4624093119666757)	(52.0, 0.345478221584299)	(53.0, 0.45177921284100503)	(54.0, 0.3401631720214637)	(55.0, 0.28302638922098416)	(56.0, 0.4557655000131315)	(57.0, 0.593956788646853)	(58.0, 0.9155172871984024)	(59.0, 0.9394350102311624)	(60.0, 0.3202317361608313)	(61.0, 0.5182173323764466)	(62.0, 0.6696962449172592)	(63.0, 0.21127322012270666)	(64.0, 0.027904010204885726)	(65.0, 0.03986287172126533)	(66.0, 0.057136782800480346)	(67.0, 0.014616386297797292)	(68.0, 0.0013287623907088444)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0013287623907088444)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2146_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.00217216586658505)	(26.0, 0.00217216586658505)	(27.0, 0.0032582487998775757)	(28.0, 0.00651649759975515)	(29.0, 0.009774746399632725)	(30.0, 0.017377326932680397)	(31.0, 0.03909898559853091)	(32.0, 0.0651649759975515)	(33.0, 0.15205161066095368)	(34.0, 0.3019310554553212)	(35.0, 0.5745378717117477)	(36.0, 1.1990355583549364)	(37.0, 3.4602602254701074)	(38.0, 18.278775767311135)	(39.0, 47.086039489991514)	(40.0, 17.48919347480819)	(41.0, 0.6494775941089342)	(42.0, 1.474900623411222)	(43.0, 1.4260268914130614)	(44.0, 0.06625105893084401)	(45.0, 0.09557529812974208)	(46.0, 0.32691096292104893)	(47.0, 0.5332667202466307)	(48.0, 0.5940873645110138)	(49.0, 0.13358820079498063)	(50.0, 0.3584073679865317)	(51.0, 0.3497187045201916)	(52.0, 0.3008449725220287)	(53.0, 0.24111041119094065)	(54.0, 0.32256663118787887)	(55.0, 0.2617459869234983)	(56.0, 0.3073614701217837)	(57.0, 0.34754653865360663)	(58.0, 0.7211590677062429)	(59.0, 0.6570801746419821)	(60.0, 0.3779568607857969)	(61.0, 0.537611051979801)	(62.0, 0.34754653865360663)	(63.0, 0.29107022612239614)	(64.0, 0.20092534265911768)	(65.0, 0.17703151812668194)	(66.0, 0.09991962986291218)	(67.0, 0.05321806373133375)	(68.0, 0.028238156265605645)	(69.0, 0.001086082933292525)	(70.0, 0.00217216586658505)	(71.0, 0.023893824532435545)	(72.0, 0.0043443317331701)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2154_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0024835465044083255)	(33.0, 0.0037253197566124883)	(34.0, 0.009934186017633302)	(35.0, 0.04470383707934987)	(36.0, 0.2694647957283035)	(37.0, 3.203774990686844)	(38.0, 3.7302868496214683)	(39.0, 0.6643486899292297)	(40.0, 0.239662237675404)	(41.0, 0.24338755743201645)	(42.0, 0.8940767415870063)	(43.0, 2.173103191357271)	(44.0, 2.6449770271949067)	(45.0, 4.051906121942301)	(46.0, 5.140941264125105)	(47.0, 5.586737861666298)	(48.0, 9.777722587855859)	(49.0, 9.16552837451893)	(50.0, 5.826400099341647)	(51.0, 5.0751272817582995)	(52.0, 4.688935800322892)	(53.0, 5.700981000869055)	(54.0, 5.792872221532142)	(55.0, 5.3694275425306195)	(56.0, 6.056128150999364)	(57.0, 4.845399230100581)	(58.0, 2.2674779585247986)	(59.0, 1.7210977275549366)	(60.0, 1.3535328449025255)	(61.0, 1.158574444306483)	(62.0, 0.9810008692412978)	(63.0, 0.6308208121197163)	(64.0, 0.23345337141438324)	(65.0, 0.059605116105799855)	(66.0, 0.024835465044083245)	(67.0, 0.09934186017633291)	(68.0, 0.12417732522041612)	(69.0, 0.13038619148143699)	(70.0, 0.013659505774245791)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2154_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0013386701650580238)	(27.0, 0.0026773403301160476)	(28.0, 0.006693350825290118)	(29.0, 0.01070936132046419)	(30.0, 0.054885476767378996)	(31.0, 0.06291749775772716)	(32.0, 0.04149877511679874)	(33.0, 0.21418722640928423)	(34.0, 0.4337291334787979)	(35.0, 4.060186610621167)	(36.0, 1.1177895878234563)	(37.0, 0.3534089235753176)	(38.0, 0.7108338576458133)	(39.0, 0.6934311455000585)	(40.0, 0.8540715653070259)	(41.0, 1.1097575668331088)	(42.0, 5.115058700686667)	(43.0, 6.556806468453831)	(44.0, 1.7282231830898807)	(45.0, 1.101725545842761)	(46.0, 1.6532576538466355)	(47.0, 1.7643672775464452)	(48.0, 2.6063908113679877)	(49.0, 10.977095353476297)	(50.0, 4.352016706603767)	(51.0, 4.038767887980236)	(52.0, 2.1726616778891388)	(53.0, 2.180693698879488)	(54.0, 6.720124228590872)	(55.0, 4.63179877110083)	(56.0, 4.745585735130737)	(57.0, 4.906226154937663)	(58.0, 4.254293784554554)	(59.0, 4.220827030428111)	(60.0, 5.299795183464632)	(61.0, 3.7589858234830777)	(62.0, 2.2101444425107677)	(63.0, 1.100386875677703)	(64.0, 0.9584878381815548)	(65.0, 0.9397464558707418)	(66.0, 0.449793175459494)	(67.0, 0.27978206449712734)	(68.0, 0.14323770766120847)	(69.0, 0.44577716496431996)	(70.0, 0.23560594905021273)	(71.0, 0.01338670165058024)	(72.0, 0.17536579162260124)	(73.0, 0.2409606297104449)	(74.0, 0.09102957122394556)	(75.0, 0.10977095353475783)	(76.0, 0.0937069115540616)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2155_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0008656060107681346)	(35.0, 0.0077904540969132114)	(36.0, 0.008656060107681345)	(37.0, 0.028564998355348443)	(38.0, 0.12897529560445226)	(39.0, 0.3488392223395568)	(40.0, 0.2518913491335264)	(41.0, 0.3237366480272805)	(42.0, 0.6007305714730911)	(43.0, 0.5280196665685658)	(44.0, 1.5018264286827028)	(45.0, 3.0417395218392587)	(46.0, 13.97520904385043)	(47.0, 3.8138600834442586)	(48.0, 3.26766269064969)	(49.0, 8.578155566713212)	(50.0, 10.961168914358527)	(51.0, 7.616467288749377)	(52.0, 4.340148537991165)	(53.0, 5.2429756072221245)	(54.0, 7.022661565362166)	(55.0, 5.4706299880541955)	(56.0, 4.154043245676058)	(57.0, 4.031992798157779)	(58.0, 3.26766269064969)	(59.0, 2.9525821027301604)	(60.0, 4.096913248965374)	(61.0, 1.4161314336166475)	(62.0, 1.3624638609490172)	(63.0, 0.5314820906116384)	(64.0, 0.5280196665685658)	(65.0, 0.47868012395478066)	(66.0, 0.0874262070875815)	(67.0, 0.02337136229073963)	(68.0, 0.0043280300538406724)	(69.0, 0.0008656060107681346)	(70.0, 0.002596818032304404)	(71.0, 0.0008656060107681346)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2155_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.005557143310787251)	(28.0, 0.009526531389921003)	(29.0, 0.09367755866755653)	(30.0, 0.1825918516401525)	(31.0, 0.01190816423740125)	(32.0, 0.0023816328474802508)	(33.0, 0.03334285986472353)	(34.0, 0.1738591978660584)	(35.0, 0.0658918421136202)	(36.0, 0.0643040868819667)	(37.0, 0.17147756501857817)	(38.0, 0.23657552951637079)	(39.0, 0.4787082023435336)	(40.0, 0.5485694325362895)	(41.0, 0.578736781937707)	(42.0, 0.6485980121304596)	(43.0, 11.338953986853808)	(44.0, 11.931186688260023)	(45.0, 1.1987551998983663)	(46.0, 0.870883744561937)	(47.0, 1.7528817757454973)	(48.0, 3.4827411006318263)	(49.0, 3.2334635292622838)	(50.0, 7.819694515894383)	(51.0, 3.8002921469624544)	(52.0, 4.738655488869459)	(53.0, 4.350449334730267)	(54.0, 2.5134165317075845)	(55.0, 3.0953288241084604)	(56.0, 2.803975739100109)	(57.0, 4.116255438061429)	(58.0, 3.9225492997997455)	(59.0, 4.290114635927448)	(60.0, 6.474865834683256)	(61.0, 5.639706582833136)	(62.0, 3.953510526816982)	(63.0, 2.4491124448256323)	(64.0, 1.3932552157759384)	(65.0, 0.3604204375853444)	(66.0, 0.15242450223873644)	(67.0, 0.02461020609062926)	(68.0, 0.22069797719983597)	(69.0, 0.24610206090629164)	(70.0, 0.09367755866755653)	(71.0, 0.17147756501857817)	(72.0, 0.10558572290495787)	(73.0, 0.057953065955352726)	(74.0, 0.05001428979708525)	(75.0, 0.03334285986472353)	(76.0, 0.006351020926614001)	(77.0, 0.0015877552316535004)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2156_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0009520001523199925)	(27.0, 0.0009520001523199925)	(28.0, 0.0)	(29.0, 0.0028560004569599777)	(30.0, 0.006664001066239947)	(31.0, 0.3351040536166357)	(32.0, 0.3246320519411159)	(33.0, 0.0009520001523199925)	(34.0, 0.0)	(35.0, 0.0057120009139199545)	(36.0, 0.1942080310732788)	(37.0, 0.16469602635135908)	(38.0, 0.008568001370879931)	(39.0, 0.012376001980159902)	(40.0, 0.1456560233049591)	(41.0, 0.14660802345727908)	(42.0, 0.20087203213951862)	(43.0, 4.818072770891184)	(44.0, 6.141352982615872)	(45.0, 5.973800955807477)	(46.0, 4.508672721387256)	(47.0, 2.4780563964890225)	(48.0, 6.792521086803043)	(49.0, 5.700576912091616)	(50.0, 3.369128539060485)	(51.0, 10.18544962967304)	(52.0, 3.5719045715045974)	(53.0, 3.6985205917631276)	(54.0, 2.636088421774159)	(55.0, 1.9392243102758455)	(56.0, 2.2514803602368385)	(57.0, 2.751280440204891)	(58.0, 2.6770244283239237)	(59.0, 1.4042002246719592)	(60.0, 1.23093619694973)	(61.0, 0.9748481559756668)	(62.0, 10.035033605606412)	(63.0, 11.752441880392386)	(64.0, 2.3657203785152507)	(65.0, 1.0510081681612617)	(66.0, 0.1342320214771191)	(67.0, 0.004760000761599962)	(68.0, 0.0009520001523199925)	(69.0, 0.0009520001523199925)	(70.0, 0.0009520001523199925)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_2156_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0009704686393058888)	(21.0, 0.0019409372786117775)	(22.0, 0.0029114059179176665)	(23.0, 0.0029114059179176665)	(24.0, 0.005822811835835332)	(25.0, 0.005822811835835332)	(26.0, 0.021350310064729545)	(27.0, 0.3416049610356712)	(28.0, 0.33481168056053)	(29.0, 0.051434837883212126)	(30.0, 0.003881874557223555)	(31.0, 0.0009704686393058888)	(32.0, 0.0)	(33.0, 0.0029114059179176665)	(34.0, 0.008734217753753)	(35.0, 0.03687780829362379)	(36.0, 0.22611919295827204)	(37.0, 3.302504779558001)	(38.0, 3.5742359985635885)	(39.0, 0.45126791727723836)	(40.0, 0.23097153615480143)	(41.0, 0.15236357637102482)	(42.0, 5.2405306522514215)	(43.0, 6.2954300631769105)	(44.0, 2.2262550585677587)	(45.0, 1.8167172927806268)	(46.0, 0.39303979891888335)	(47.0, 1.575070601593433)	(48.0, 7.628853973583808)	(49.0, 3.123938549925759)	(50.0, 8.697339945460076)	(51.0, 1.2451112642294353)	(52.0, 1.0112283221567295)	(53.0, 1.3508923459137714)	(54.0, 2.1767611579631527)	(55.0, 1.8904729093678827)	(56.0, 2.2864241142047304)	(57.0, 3.7101016080663825)	(58.0, 5.127956290091964)	(59.0, 11.531108372234561)	(60.0, 10.577137699796438)	(61.0, 4.51267917277217)	(62.0, 3.8508195607657045)	(63.0, 1.8730044738603748)	(64.0, 1.0878953446618904)	(65.0, 0.4978504119639224)	(66.0, 0.21641450656521327)	(67.0, 0.5725764971904779)	(68.0, 0.6570072688100926)	(69.0, 0.053375775161823895)	(70.0, 0.010675155032364778)	(71.0, 0.0)	(72.0, 0.0019409372786117775)	(73.0, 0.0009704686393058888)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
