Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Fungus_C_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0007936822889798048)	(37.0, 0.0055557760228586335)	(38.0, 0.04682725504980849)	(39.0, 0.42938211833807627)	(40.0, 0.07381245287512175)	(41.0, 0.08571768720981889)	(42.0, 0.7960633358467407)	(43.0, 2.231040914322319)	(44.0, 3.1906028016987555)	(45.0, 4.123973173538794)	(46.0, 11.155998253900636)	(47.0, 16.52684630342209)	(48.0, 17.172110004362086)	(49.0, 4.8851144886702595)	(50.0, 2.6659788086832235)	(51.0, 2.246120877812937)	(52.0, 2.660423032660366)	(53.0, 4.465256557800033)	(54.0, 4.765268463034331)	(55.0, 1.9921425453393704)	(56.0, 4.290646454224515)	(57.0, 6.041509583714362)	(58.0, 5.5565697051474805)	(59.0, 3.341402436604884)	(60.0, 1.046073256875365)	(61.0, 0.18810270248821367)	(62.0, 0.016667328068575897)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_C_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0009289536266350035)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0009289536266350035)	(33.0, 0.0009289536266350035)	(34.0, 0.011147443519620045)	(35.0, 0.018579072532700067)	(36.0, 0.02972651605232012)	(37.0, 0.4022369203329558)	(38.0, 1.5559973246136132)	(39.0, 0.8908665279429665)	(40.0, 1.5002601070155066)	(41.0, 0.622398929845458)	(42.0, 1.1983501783591353)	(43.0, 1.8495466706303076)	(44.0, 11.2812128418575)	(45.0, 1.8411860879905917)	(46.0, 0.6623439357907642)	(47.0, 2.252712544589945)	(48.0, 4.501709274672983)	(49.0, 21.34735434006543)	(50.0, 2.924346016647105)	(51.0, 5.396291617122287)	(52.0, 7.291357015458344)	(53.0, 1.0636519024970674)	(54.0, 3.7613332342450527)	(55.0, 4.822198275861986)	(56.0, 2.753418549346269)	(57.0, 3.1463659334128202)	(58.0, 2.099435196195152)	(59.0, 0.72829964328185)	(60.0, 0.6186831153389178)	(61.0, 2.048342746730221)	(62.0, 7.910969084424173)	(63.0, 3.111994649227333)	(64.0, 1.673974435196272)	(65.0, 0.3464997027348544)	(66.0, 0.3121284185493598)	(67.0, 0.017650118906065066)	(68.0, 0.002786860879905011)	(69.0, 0.0)	(70.0, 0.0009289536266350035)	(71.0, 0.0009289536266350035)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_I_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.001683657577721827)	(32.0, 0.001683657577721827)	(33.0, 0.0008418287888609135)	(34.0, 0.003367315155443654)	(35.0, 0.0025254863665827407)	(36.0, 0.0)	(37.0, 0.006734630310887308)	(38.0, 0.11448871528508438)	(39.0, 0.1330089486400246)	(40.0, 0.019362062143801005)	(41.0, 0.06818813189773394)	(42.0, 0.33841517312208585)	(43.0, 1.2374883196255169)	(44.0, 1.3536606924883265)	(45.0, 2.2291626329037766)	(46.0, 2.2510501814141626)	(47.0, 2.6930102955661557)	(48.0, 8.217090808072292)	(49.0, 7.431664548064703)	(50.0, 4.719292190353914)	(51.0, 5.991295490323025)	(52.0, 3.0103797489666477)	(53.0, 4.016365151655211)	(54.0, 7.931710848648313)	(55.0, 14.873431041592386)	(56.0, 10.167608111863915)	(57.0, 5.41716825631962)	(58.0, 3.87577974391547)	(59.0, 3.378258929698784)	(60.0, 2.3562787800217886)	(61.0, 3.113082861207656)	(62.0, 1.6483007685896798)	(63.0, 2.802448038118049)	(64.0, 0.4486947444628687)	(65.0, 0.11617237286280621)	(66.0, 0.005050972733165481)	(67.0, 0.006734630310887308)	(68.0, 0.006734630310887308)	(69.0, 0.003367315155443654)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.001683657577721827)	(77.0, 0.0025254863665827407)	(78.0, 0.003367315155443654)	(79.0, 0.0008418287888609135)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_I_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0016188957512080313)	(27.0, 0.0016188957512080313)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0008094478756040156)	(34.0, 0.018617301138892352)	(35.0, 0.02185509264130842)	(36.0, 0.04371018528261685)	(37.0, 0.05423300766546903)	(38.0, 0.17403129325486352)	(39.0, 0.0858014748140256)	(40.0, 0.023473988392516455)	(41.0, 0.19912417739858768)	(42.0, 2.019572449632079)	(43.0, 2.485814425980045)	(44.0, 0.261451663820096)	(45.0, 0.5399017330278832)	(46.0, 1.6893177163856028)	(47.0, 1.9952890133639558)	(48.0, 1.5662816392937786)	(49.0, 4.161371528479976)	(50.0, 4.285217053447362)	(51.0, 6.069240171278955)	(52.0, 7.450967694935638)	(53.0, 3.3567803401297676)	(54.0, 9.636476959067474)	(55.0, 9.625954136684618)	(56.0, 2.4016318469172178)	(57.0, 3.3753976412686555)	(58.0, 5.666135129227972)	(59.0, 6.162326676973459)	(60.0, 7.80955310382838)	(61.0, 5.053383087395454)	(62.0, 2.446960927951048)	(63.0, 2.6137071903254503)	(64.0, 3.1503711318507905)	(65.0, 2.380586202151511)	(66.0, 1.1307986822187879)	(67.0, 0.22178871791549976)	(68.0, 0.5423300766546952)	(69.0, 0.5617568256691922)	(70.0, 0.40391448992640466)	(71.0, 0.1473195133599312)	(72.0, 0.12627386859422668)	(73.0, 0.024283436268120472)	(74.0, 0.008094478756040156)	(75.0, 0.002428343626812047)	(76.0, 0.0016188957512080313)	(77.0, 0.0008094478756040156)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_M6_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0009056084330257158)	(31.0, 0.0018112168660514316)	(32.0, 0.003622433732102863)	(33.0, 0.004528042165128579)	(34.0, 0.008150475897231443)	(35.0, 0.04165798791918296)	(36.0, 0.15123660831529487)	(37.0, 0.27892739737191946)	(38.0, 4.346920478523207)	(39.0, 3.896833087309528)	(40.0, 0.1367468733868833)	(41.0, 0.15304782518134633)	(42.0, 1.580286715629864)	(43.0, 3.5354953225323498)	(44.0, 2.060259185133548)	(45.0, 6.814703458518574)	(46.0, 10.961484473345212)	(47.0, 2.8055749255137883)	(48.0, 2.102822781485761)	(49.0, 5.437273031885921)	(50.0, 4.901152839534818)	(51.0, 3.417766226239033)	(52.0, 3.2402669733660328)	(53.0, 2.4985736667180443)	(54.0, 4.6684114722472625)	(55.0, 5.000769767167625)	(56.0, 3.6867319308476096)	(57.0, 7.488476132690012)	(58.0, 12.562600182933451)	(59.0, 3.6649973284549975)	(60.0, 2.15082002843613)	(61.0, 1.6708475589324459)	(62.0, 0.3187741684250504)	(63.0, 0.1041449697979573)	(64.0, 0.0996169276328287)	(65.0, 0.0661094156108772)	(66.0, 0.04709163851733724)	(67.0, 0.0516196806824658)	(68.0, 0.01086730119630859)	(69.0, 0.017206560227488597)	(70.0, 0.01086730119630859)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_M6_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0009276265746460926)	(28.0, 0.0009276265746460926)	(29.0, 0.0009276265746460926)	(30.0, 0.0009276265746460926)	(31.0, 0.0009276265746460926)	(32.0, 0.0)	(33.0, 0.0046381328732304624)	(34.0, 0.006493386022522647)	(35.0, 0.045453702157658565)	(36.0, 0.10574942950965455)	(37.0, 0.5575035713623053)	(38.0, 6.723437413034826)	(39.0, 1.8033060611120144)	(40.0, 0.800541733919581)	(41.0, 0.8339362906068385)	(42.0, 0.6929370512606386)	(43.0, 2.164152798649386)	(44.0, 6.098217101723075)	(45.0, 11.074006048126979)	(46.0, 1.3812359696480019)	(47.0, 1.6372609042503452)	(48.0, 2.06304150201295)	(49.0, 1.7392998274614269)	(50.0, 1.7411550806107192)	(51.0, 2.583440010389467)	(52.0, 1.4804920131351376)	(53.0, 1.038014137028967)	(54.0, 1.2068421736145465)	(55.0, 1.056566668521888)	(56.0, 3.358008200218869)	(57.0, 5.165024767629046)	(58.0, 7.153856143670809)	(59.0, 5.21604422923457)	(60.0, 12.214986734941078)	(61.0, 5.162241887905108)	(62.0, 3.8515055379304783)	(63.0, 1.5092484369491697)	(64.0, 1.4489527095971668)	(65.0, 3.2661731693289267)	(66.0, 2.812563774327078)	(67.0, 1.510176063523816)	(68.0, 0.24489341570656797)	(69.0, 0.08997977774067085)	(70.0, 0.06400623365058035)	(71.0, 0.0)	(72.0, 0.026901170664736684)	(73.0, 0.030611676963321063)	(74.0, 0.028756423814028872)	(75.0, 0.0018552531492921852)	(76.0, 0.0009276265746460926)	(77.0, 0.0009276265746460926)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_Q_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.002524742476267351)	(33.0, 0.0033663233016898012)	(34.0, 0.002524742476267351)	(35.0, 0.025247424762673512)	(36.0, 0.04965326869992456)	(37.0, 0.08752440584393475)	(38.0, 0.0849996633676674)	(39.0, 0.05806907695414905)	(40.0, 0.22975156534032842)	(41.0, 0.2878206422944767)	(42.0, 0.3147512287079947)	(43.0, 0.635393523193957)	(44.0, 1.17905473641683)	(45.0, 1.187470544671054)	(46.0, 3.381471756547342)	(47.0, 8.847539217667421)	(48.0, 7.878038106780319)	(49.0, 3.9688951726920787)	(50.0, 3.8241432707194503)	(51.0, 2.377465831818516)	(52.0, 1.673062680939845)	(53.0, 3.431125025247255)	(54.0, 14.713357570858603)	(55.0, 10.54079983841789)	(56.0, 8.284521645459547)	(57.0, 1.1319262101931755)	(58.0, 4.388844004577786)	(59.0, 11.660943917054153)	(60.0, 6.759577189793372)	(61.0, 2.092169932000273)	(62.0, 0.7885612334208352)	(63.0, 0.09846495657442669)	(64.0, 0.007574227428802054)	(65.0, 0.0016831616508449006)	(66.0, 0.0016831616508449006)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_Q_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0035095415661329002)	(25.0, 0.0008773853915332251)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0070190831322658005)	(32.0, 0.017547707830664498)	(33.0, 0.021057249396797394)	(34.0, 0.01228339548146515)	(35.0, 0.026321561745996758)	(36.0, 0.06668128975652506)	(37.0, 0.12371134020618488)	(38.0, 0.25882869050230056)	(39.0, 0.2702347005922323)	(40.0, 0.489581048475542)	(41.0, 0.479052423777143)	(42.0, 0.4615047159464781)	(43.0, 0.7957885501206359)	(44.0, 0.8782627769247544)	(45.0, 3.337574029392364)	(46.0, 2.539153323097258)	(47.0, 2.8558894494407334)	(48.0, 3.856108795788383)	(49.0, 8.562404035973696)	(50.0, 3.755209475762085)	(51.0, 3.4972581706513752)	(52.0, 2.8813336257951914)	(53.0, 2.2110111866637947)	(54.0, 14.523360386048035)	(55.0, 2.3724500987059263)	(56.0, 0.7519192805439772)	(57.0, 1.417854792717669)	(58.0, 3.006799736784414)	(59.0, 8.345689844264891)	(60.0, 7.524457117789418)	(61.0, 7.04803685018666)	(62.0, 6.228558894494256)	(63.0, 5.642465452949795)	(64.0, 0.7054178547927188)	(65.0, 0.4694011844702773)	(66.0, 1.036192147400726)	(67.0, 0.9396797543320767)	(68.0, 0.11230533011625289)	(69.0, 1.262557578416285)	(70.0, 1.1958762886597638)	(71.0, 0.006141697740732575)	(72.0, 0.0017547707830664501)	(73.0, 0.0008773853915332251)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_R_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0008327504080476916)	(30.0, 0.005829252856333841)	(31.0, 0.03830651877019384)	(32.0, 0.014989507344858445)	(33.0, 0.016655008160953826)	(34.0, 0.020818760201192284)	(35.0, 0.09909729855767531)	(36.0, 1.86036441157858)	(37.0, 3.019552979580941)	(38.0, 1.5064454881582707)	(39.0, 0.6761933313347308)	(40.0, 1.5622397654974725)	(41.0, 1.4581459644914991)	(42.0, 2.4399586955798394)	(43.0, 4.37360514306618)	(44.0, 5.109756503780172)	(45.0, 3.679091302754563)	(46.0, 3.8456413843640633)	(47.0, 3.7948436094731655)	(48.0, 4.381932647146654)	(49.0, 4.439392425301932)	(50.0, 8.3325005829262)	(51.0, 9.548316178676382)	(52.0, 3.624129775823427)	(53.0, 2.4416241963959346)	(54.0, 4.969021684820143)	(55.0, 7.105859231871392)	(56.0, 7.015089437394153)	(57.0, 2.1893008227574553)	(58.0, 1.8778521701475834)	(59.0, 4.827454115452069)	(60.0, 2.285067119682951)	(61.0, 0.4821624862596162)	(62.0, 0.14822957263248948)	(63.0, 0.5196362546217634)	(64.0, 1.2366343559507953)	(65.0, 0.7394823623463517)	(66.0, 0.1898670930348737)	(67.0, 0.07494753672429215)	(68.0, 0.03164451550581229)	(69.0, 0.007494753672429225)	(70.0, 0.007494753672429225)	(71.0, 0.0024982512241430747)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_R_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.00662487474846194)	(22.0, 0.008281093435577426)	(23.0, 0.00662487474846194)	(24.0, 0.001656218687115485)	(25.0, 0.004968656061346455)	(26.0, 0.04803034192634907)	(27.0, 0.06210820076683064)	(28.0, 0.028983827024521)	(29.0, 0.04720223258279133)	(30.0, 0.08943580910423615)	(31.0, 0.14740346315327854)	(32.0, 0.16313754068087566)	(33.0, 0.07452984092019674)	(34.0, 0.11345098006741085)	(35.0, 0.2509171310979951)	(36.0, 1.9982278460048863)	(37.0, 2.5737638397775724)	(38.0, 3.1815960979488174)	(39.0, 3.141018740114497)	(40.0, 2.9447568256913565)	(41.0, 3.3041562807953353)	(42.0, 1.8822925379067892)	(43.0, 2.9050075772005943)	(44.0, 2.3029720844341703)	(45.0, 1.9096201462441977)	(46.0, 1.3845988224285293)	(47.0, 1.6976241542933916)	(48.0, 5.282509502554465)	(49.0, 5.1500120075851665)	(50.0, 4.994327450996304)	(51.0, 6.8824167543087515)	(52.0, 4.5131959223893645)	(53.0, 3.5401674437092385)	(54.0, 2.702948897372551)	(55.0, 3.9409723659910947)	(56.0, 3.460668946727713)	(57.0, 4.412994691818901)	(58.0, 4.303684258469303)	(59.0, 3.5973069884147097)	(60.0, 2.1911773230538625)	(61.0, 1.735717184097052)	(62.0, 1.8731833351276532)	(63.0, 5.00592098180611)	(64.0, 1.336568480502175)	(65.0, 0.2848696141838621)	(66.0, 0.33455617479732663)	(67.0, 0.5059748089137842)	(68.0, 0.7510951746068733)	(69.0, 0.39749248490771694)	(70.0, 0.2567138965028993)	(71.0, 0.05299899798769551)	(72.0, 0.3146815505519404)	(73.0, 0.6542063814106228)	(74.0, 1.1113227390544707)	(75.0, 0.11593530809808411)	(76.0, 0.01324974949692388)	(77.0, 0.00331243737423097)	(78.0, 0.0008281093435577425)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
