Sample	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
SRR6444236_1	97.07691927553063	49.0	250.99377331916682	251	40.0	40471.0
SRR6444236_2	91.62363173630501	50.0	250.7956314397964	251	50.0	40471.0
SRR6444237_1	97.57182033600469	50.0	250.99137357224635	251	40.0	37559.0
SRR6444237_2	92.65954897627732	51.0	250.07614686227004	250	50.0	37559.0
SRR6444238_1	97.50691048267063	49.0	250.99484371677653	251	40.0	37624.0
SRR6444238_2	90.65224324899	50.0	250.1163884754412	250	50.0	37624.0
SRR6444239_1	97.14133627742838	50.0	250.99099028054334	251	40.0	50723.0
SRR6444239_2	86.15421012164107	50.0	250.29465922756935	250	50.0	50723.0
SRR6444240_1	96.84225150841537	50.0	250.99047316608448	251	40.0	50384.0
SRR6444240_2	91.36432200698634	50.0	250.3144649094951	250	50.0	50384.0
SRR6444241_1	96.20277886278667	53.0	250.99224373639865	251	40.0	35842.0
SRR6444241_2	89.23888175883042	53.0	250.2575470118855	250	50.0	35842.0
SRR6444242_1	95.83602150537635	50.0	250.98556451612905	251	40.0	37200.0
SRR6444242_2	90.0241935483871	51.0	250.31274193548387	250	40.0	37200.0
SRR6444243_1	97.60129659643437	49.0	250.99194257930077	251	40.0	21595.0
SRR6444243_2	91.85459597128965	50.0	250.27937022458903	250	50.0	21595.0
SRR6444244_1	96.4003613536865	50.0	250.99198536054297	251	40.0	43171.0
SRR6444244_2	91.95988047531908	50.0	250.82847281740058	251	40.0	43171.0
SRR6444245_1	95.50673712752123	51.0	250.99028857593447	251	40.0	36143.0
SRR6444245_2	87.04590100434386	51.0	250.76153058683562	251	40.0	36143.0
SRR6444246_1	96.52982837858839	50.0	250.99360582580314	251	40.0	45041.0
SRR6444246_2	90.49310628094403	51.0	250.12135609777758	250	50.0	45041.0
SRR6444247_1	98.02161941668366	49.0	250.99245359983684	251	40.0	44127.0
SRR6444247_2	91.08935572325333	50.0	250.953883110114	251	50.0	44127.0
SRR6444248_1	95.33835534402874	51.0	250.99306584297287	251	40.0	31727.0
SRR6444248_2	87.08355659217702	51.0	250.27749235666784	250	50.0	31727.0
SRR6444249_1	96.29977876106194	50.0	250.99225663716814	251	40.0	36160.0
SRR6444249_2	86.883296460177	50.0	250.1131913716814	250	50.0	36160.0
SRR6444250_1	96.20985810306199	50.0	250.99421209858104	251	40.0	21424.0
SRR6444250_2	90.41728902165795	50.0	250.13256161314413	250	50.0	21424.0
SRR6444251_1	97.84861131098	49.0	250.9937880750228	251	40.0	41694.0
SRR6444251_2	90.32234853935819	49.0	250.24970019667097	250	50.0	41694.0
SRR6444252_1	96.60147663867441	51.0	249.94927577072647	250	40.0	35486.0
SRR6444252_2	92.48999605478217	51.0	250.98709350166263	251	40.0	35486.0
SRR6444253_1	96.51713569239342	50.0	250.98966539172724	251	40.0	39479.0
SRR6444253_2	90.0301426074622	50.0	250.27039691988145	250	50.0	39479.0
SRR6444254_1	96.61276395321454	49.0	250.99391631996232	251	40.0	25478.0
SRR6444254_2	90.2072376167674	49.0	250.08756574299395	250	50.0	25478.0
SRR6444255_1	97.40182976973684	50.0	250.99344675164474	251	40.0	38912.0
SRR6444255_2	89.02395148026315	51.0	250.15540193256578	250	50.0	38912.0
SRR6444256_1	95.77661056919284	51.0	250.99292528674027	251	40.0	37316.0
SRR6444256_2	88.92432200664594	52.0	250.32516882838462	250	50.0	37316.0
SRR6444257_1	98.292220113852	51.0	250.01405274592307	250	40.0	36363.0
SRR6444257_2	95.0994142397492	52.0	250.98886230509035	251	40.0	36363.0
SRR6444258_1	96.1252446183953	51.0	249.93535551206784	250	40.0	30660.0
SRR6444258_2	92.2504892367906	51.0	250.9860404435747	251	40.0	30660.0
SRR6444259_1	96.73276295923503	50.0	250.9873376950176	251	40.0	49675.0
SRR6444259_2	91.85103170608959	51.0	250.80917966784097	251	40.0	49675.0
SRR6444260_1	98.78619761425048	50.0	250.9922075364079	251	40.0	243697.0
SRR6444260_2	90.94285116353504	50.0	250.07297176411691	250	50.0	243697.0
SRR6444261_1	97.17936539551701	52.0	250.99422390415052	251	40.0	65269.0
SRR6444261_2	85.56742098086382	52.0	250.5982625748824	251	50.0	65269.0
SRR6444262_1	93.50339730599595	51.0	250.99189414709738	251	40.0	16778.0
SRR6444262_2	81.45786148527834	52.0	250.1290380259864	250	50.0	16778.0
SRR6444263_1	95.55555555555556	52.0	250.9958773252891	251	40.0	9945.0
SRR6444263_2	87.95374560080442	53.0	250.11030668677728	250	50.0	9945.0
SRR6444264_1	96.74160684348536	49.0	250.994239779908	251	40.0	23263.0
SRR6444264_2	88.39788505351846	49.0	250.05317456905817	250	50.0	23263.0
SRR6444265_1	97.07589117491898	52.0	250.02404099781447	250	40.0	26538.0
SRR6444265_2	92.4108825081016	52.0	250.98681136483532	251	40.0	26538.0
SRR6444266_1	97.1071305940254	49.0	250.99482087673115	251	40.0	34948.0
SRR6444266_2	92.69199954217694	49.0	250.11402655373698	250	50.0	34948.0
SRR6444267_1	95.18572501214611	51.0	250.9886930789276	251	40.0	22641.0
SRR6444267_2	87.99081312662868	52.0	250.823241022923	251	40.0	22641.0
SRR6444268_1	96.90572894399315	49.0	250.99283882000856	251	40.0	18712.0
SRR6444268_2	91.83411714407866	50.0	250.84127832407012	251	40.0	18712.0
SRR6444269_1	94.27857640168735	51.0	250.99246426669944	251	40.0	24417.0
SRR6444269_2	87.64385469140353	52.0	250.82405700946063	251	40.0	24417.0
SRR6444270_1	96.28596420719165	52.0	250.99541360315845	251	40.0	42299.0
SRR6444270_2	89.82954679779664	53.0	250.1167403484716	250	50.0	42299.0
SRR6444271_1	96.47451167222486	52.0	250.99399714149595	251	40.0	41980.0
SRR6444271_2	90.31919961886612	53.0	250.16757979990473	250	50.0	41980.0
SRR6444272_1	94.99820884828945	51.0	250.99005910800645	251	40.0	22332.0
SRR6444272_2	87.5514956116783	51.0	250.12296256492925	250	50.0	22332.0
SRR6444273_1	97.43625862797577	49.0	250.99551580034748	251	40.0	42594.0
SRR6444273_2	91.8368784335822	50.0	250.0964455087571	250	50.0	42594.0
SRR6444274_1	96.71683331615297	50.0	250.99113493454283	251	40.0	19402.0
SRR6444274_2	91.20709205236574	50.0	250.14349036181838	250	50.0	19402.0
SRR6444275_1	94.96725150167984	51.0	250.9923982760376	251	40.0	29467.0
SRR6444275_2	87.83384803339328	52.0	250.1380866732277	250	50.0	29467.0
SRR6444276_1	96.49191537858822	49.0	250.99348244176934	251	40.0	28078.0
SRR6444276_2	88.23278011254362	49.0	250.0807749839732	250	50.0	28078.0
SRR6444277_1	95.62237328293797	51.0	250.98899952049192	251	40.0	35453.0
SRR6444277_2	89.38312695681607	52.0	250.7934730488252	251	40.0	35453.0
SRR6444278_1	96.6098658725005	51.0	250.9874605342708	251	40.0	44659.0
SRR6444278_2	90.86410354015987	52.0	250.2437134732081	250	40.0	44659.0
SRR6444279_1	97.23388348956237	51.0	249.92869055149808	250	40.0	34778.0
SRR6444279_2	94.2463626430502	51.0	250.98984990511244	251	40.0	34778.0
SRR6444280_1	96.85379395434917	51.0	250.99395434916718	251	40.0	97260.0
SRR6444280_2	91.08369319350196	52.0	250.12944684351223	250	50.0	97260.0
SRR6444281_1	97.57613488975356	50.0	250.99343190661477	251	40.0	96375.0
SRR6444281_2	91.4739299610895	50.0	250.11208300907913	250	50.0	96375.0
SRR6444282_1	95.45109452106794	52.0	250.99509679868405	251	40.0	31612.0
SRR6444282_2	87.10932557256737	53.0	250.1288118436037	250	50.0	31612.0
SRR6444283_1	97.94734493529674	49.0	250.99252978994167	251	40.0	60507.0
SRR6444283_2	91.44065975837506	49.0	250.96544201497346	251	50.0	60507.0
SRR6444284_1	97.44948465614628	52.0	250.99499213882257	251	40.0	34346.0
SRR6444284_2	88.78180865311826	53.0	250.10382577301579	250	50.0	34346.0
SRR6444285_1	97.77452721763662	47.0	250.99038762929683	251	40.0	28713.0
SRR6444285_2	91.3349353951172	48.0	250.21467627903738	250	50.0	28713.0
SRR6444286_1	95.98035414243247	50.0	250.99254663737022	251	40.0	23211.0
SRR6444286_2	87.46714919650165	51.0	250.09904786523632	250	50.0	23211.0
SRR6444287_1	96.89041389663306	50.0	250.991469487931	251	40.0	41967.0
SRR6444287_2	91.1144470655515	50.0	250.2424524030786	250	50.0	41967.0
SRR6444288_1	97.3249686323714	49.0	249.97952321204517	250	40.0	19925.0
SRR6444288_2	92.75282308657465	50.0	250.98624843161858	251	40.0	19925.0
SRR6444289_1	97.50302151317379	52.0	250.99569736524052	251	40.0	41370.0
SRR6444289_2	92.06913222141648	52.0	250.9620014503263	251	40.0	41370.0
SRR6444290_1	96.79334287380081	50.0	250.9920496104309	251	40.0	37734.0
SRR6444290_2	88.62299252663381	51.0	250.95084009116448	251	50.0	37734.0
SRR6444291_1	97.03367875647669	52.0	250.99438687392055	251	40.0	23160.0
SRR6444291_2	89.16666666666667	52.0	250.2855354058722	250	50.0	23160.0
SRR6444292_1	94.94512236689617	50.0	250.99308064626084	251	40.0	29338.0
SRR6444292_2	85.89883427636512	50.0	250.36321494307722	250	50.0	29338.0
SRR6444293_1	96.7727570399476	50.0	250.99109364767517	251	40.0	38175.0
SRR6444293_2	88.78061558611657	51.0	250.1018467583497	250	50.0	38175.0
SRR6444294_1	97.22025825177688	50.0	250.01588955457152	250	40.0	26873.0
SRR6444294_2	92.471997916124	50.0	250.9877572284449	251	40.0	26873.0
SRR6444295_1	95.11399371069183	52.0	250.99276729559747	251	40.0	25440.0
SRR6444295_2	85.79795597484276	52.0	250.12633647798742	250	50.0	25440.0
SRR6444296_1	95.57425742574257	50.0	250.99123762376237	251	40.0	20200.0
SRR6444296_2	87.32673267326733	50.0	250.12905940594058	250	50.0	20200.0
SRR6444297_1	97.29347380961245	51.0	249.97591303376643	250	40.0	26861.0
SRR6444297_2	93.93916831093406	51.0	250.98831018949406	251	40.0	26861.0
SRR6444298_1	95.79429186860528	51.0	250.99361873990307	251	40.0	37140.0
SRR6444298_2	90.06731287022079	52.0	250.15059235325793	250	50.0	37140.0
SRR6444299_1	96.7156862745098	50.0	250.9903846153846	251	40.0	53040.0
SRR6444299_2	91.94947209653093	50.0	250.78917797888386	251	40.0	53040.0
SRR6444300_1	96.91110804216729	49.0	250.99231229572342	251	40.0	21723.0
SRR6444300_2	88.84132025963265	50.0	250.08479491782902	250	50.0	21723.0
SRR6444301_1	96.8768074031232	50.0	250.04549836128783	250	40.0	10374.0
SRR6444301_2	90.2737613263929	50.0	250.98766146134568	251	40.0	10374.0
SRR6444302_1	97.33979959348144	48.0	250.99219056449024	251	40.0	28043.0
SRR6444302_2	90.67860072032236	48.0	250.09531790464644	250	50.0	28043.0
SRR6444303_1	97.489122088559	52.0	250.99513693370872	251	40.0	39070.0
SRR6444303_2	91.63040696186332	52.0	250.0904274379319	250	50.0	39070.0
SRR6444304_1	96.20233217774977	51.0	250.9928638962676	251	40.0	44422.0
SRR6444304_2	89.00544775111432	52.0	250.25095673315025	250	40.0	44422.0
SRR6444305_1	96.60018513843306	49.0	250.9839827204129	251	40.0	35649.0
SRR6444305_2	83.8620999186513	49.0	250.68989312463182	251	40.0	35649.0
SRR6444306_1	95.194569527522	50.0	250.99311109617582	251	40.0	29758.0
SRR6444306_2	87.8049600107534	51.0	250.14023119833323	250	50.0	29758.0
SRR6444307_1	97.2534916373131	49.0	250.99152646747297	251	40.0	40597.0
SRR6444307_2	90.54856270167747	50.0	250.96103160332044	251	50.0	40597.0
SRR6444308_1	97.45783201888204	51.0	250.99365609348914	251	40.0	86855.0
SRR6444308_2	92.56116516032468	52.0	250.10084623798284	250	50.0	86855.0
SRR6444309_1	96.44525261168752	50.0	250.99290476699827	251	40.0	28047.0
SRR6444309_2	89.90622883017792	51.0	250.08660462794595	250	50.0	28047.0
SRR6444310_1	97.38064094179202	49.0	249.93106605624592	250	40.0	30580.0
SRR6444310_2	93.48593852190974	50.0	250.98404185742316	251	40.0	30580.0
SRR6444311_1	96.68068404821979	50.0	249.94785534062237	250	40.0	17835.0
SRR6444311_2	92.23437061956827	51.0	250.9896832071769	251	40.0	17835.0
SRR6444312_1	96.83324053452115	49.0	249.9384047884187	250	40.0	14368.0
SRR6444312_2	91.5576280623608	50.0	250.98907293986636	251	40.0	14368.0
SRR6444313_1	93.78992002576351	52.0	250.9710697225055	251	40.0	18631.0
SRR6444313_2	80.77934625087221	52.0	250.41742257527775	250	50.0	18631.0
SRR6444314_1	97.40442655935614	50.0	249.97334004024145	250	40.0	29820.0
SRR6444314_2	93.37357478202549	51.0	250.98722334004023	251	40.0	29820.0
SRR6444315_1	97.03727167141801	50.0	250.99332699820505	251	40.0	47355.0
SRR6444315_2	90.32414739731813	51.0	250.95398585154683	251	50.0	47355.0
SRR6444316_1	97.37869876860871	49.0	250.99239569931999	251	40.0	43528.0
SRR6444316_2	90.11440911597133	49.0	250.08167156772652	250	50.0	43528.0
SRR6444317_1	96.56054867437814	52.0	249.9657419729075	250	40.0	29307.0
SRR6444317_2	92.29194390418671	53.0	250.98833043300235	251	40.0	29307.0
SRR6444318_1	97.47326260172994	50.0	250.99331032425752	251	40.0	46938.0
SRR6444318_2	92.09169542801142	50.0	250.94396863948188	251	50.0	46938.0
SRR6444319_1	96.10225942929156	51.0	250.98865784499054	251	40.0	33327.0
SRR6444319_2	89.60902571488583	52.0	250.93716806193177	251	50.0	33327.0
SRR6444320_1	96.53411728299551	50.0	250.99360462117696	251	40.0	19389.0
SRR6444320_2	88.41095466501625	50.0	250.07060704523184	250	50.0	19389.0
SRR6444321_1	97.30511652826145	48.0	250.99416019287438	251	40.0	18665.0
SRR6444321_2	89.07581034020895	48.0	250.0448968657916	250	50.0	18665.0
SRR6444322_1	97.90646631774439	49.0	250.99356322809388	251	40.0	47384.0
SRR6444322_2	89.70538578423097	49.0	250.9479571163262	251	50.0	47384.0
SRR6444323_1	96.3412978550095	53.0	249.9529595438501	250	40.0	29464.0
SRR6444323_2	92.31604670105892	53.0	250.98805321748574	251	40.0	29464.0
SRR6444324_1	97.10124500822175	49.0	250.9956307258633	251	40.0	42570.0
SRR6444324_2	90.43927648578811	50.0	250.1067418369744	250	50.0	42570.0
SRR6444325_1	95.51836618919302	51.0	250.99286153264313	251	40.0	42306.0
SRR6444325_2	88.56899730534676	51.0	250.10993712475772	250	50.0	42306.0
SRR6444326_1	95.7601400641961	50.0	250.9942223519113	251	40.0	34270.0
SRR6444326_2	88.81237233732128	50.0	250.1154070615699	250	50.0	34270.0
SRR6444327_1	96.40343215331654	49.0	250.99067461336895	251	40.0	38926.0
SRR6444327_2	90.10173149052048	50.0	250.78084056928532	251	40.0	38926.0
SRR6444328_1	96.71922896357461	50.0	250.9933997956422	251	40.0	36211.0
SRR6444328_2	89.67440832896081	50.0	250.1097180414791	250	50.0	36211.0
SRR6444329_1	96.84839299246646	49.0	250.9949182008648	251	40.0	22433.0
SRR6444329_2	87.4871840591985	50.0	250.1060937012437	250	50.0	22433.0
SRR6444330_1	96.45348371061283	50.0	250.98524734746238	251	40.0	37417.0
SRR6444330_2	91.43170216746398	50.0	250.70692465991394	251	40.0	37417.0
SRR6444331_1	94.78196962273395	51.0	250.98391311448637	251	40.0	24492.0
SRR6444331_2	86.26081985954598	52.0	250.12526539278133	250	50.0	24492.0
SRR6444332_1	96.89518361321277	50.0	249.91331426462446	250	40.0	21676.0
SRR6444332_2	92.27255951282524	51.0	250.98389924340285	251	40.0	21676.0
SRR6444333_1	96.42053445850914	50.0	250.99036568213782	251	40.0	28440.0
SRR6444333_2	90.86146272855133	51.0	250.75942334739804	251	40.0	28440.0
SRR6444334_1	97.38601217200438	49.0	250.9943130799162	251	40.0	40092.0
SRR6444334_2	92.50224483687519	50.0	250.96732515215007	251	50.0	40092.0
SRR6444335_1	97.83786291772512	50.0	250.99524422637484	251	40.0	86211.0
SRR6444335_2	92.6215912122583	50.0	250.09421071556994	250	50.0	86211.0
SRR6444336_1	95.24594668865073	52.0	250.99053900208062	251	40.0	25473.0
SRR6444336_2	87.93232049621167	52.0	250.1509441369293	250	50.0	25473.0
SRR6444337_1	96.6400879846027	51.0	250.9935386307396	251	40.0	36370.0
SRR6444337_2	89.20538905691504	52.0	250.92565301072312	251	50.0	36370.0
SRR6444338_1	97.24277948785121	51.0	249.98038509398128	250	30.0	30538.0
SRR6444338_2	92.41273167856441	52.0	250.98965223655773	251	40.0	30538.0
SRR6444339_1	94.60289301310044	52.0	250.99351801310044	251	40.0	14656.0
SRR6444339_2	83.65856986899564	52.0	250.14253548034935	250	50.0	14656.0
SRR6444340_1	95.64610011641443	50.0	250.99194412107101	251	40.0	21475.0
SRR6444340_2	88.24214202561117	51.0	250.26761350407452	250	50.0	21475.0
SRR6444341_1	96.7455023246412	50.0	250.99575500303214	251	40.0	49470.0
SRR6444341_2	89.34101475641803	50.0	250.08338386901153	250	50.0	49470.0
SRR6444342_1	97.4670510708402	49.0	250.03612026359144	250	40.0	24280.0
SRR6444342_2	92.4341021416804	49.0	250.9842668863262	251	40.0	24280.0
SRR6444343_1	96.93654266958424	48.0	250.99234135667396	251	40.0	16452.0
SRR6444343_2	89.32044736202286	49.0	250.06388281060055	250	50.0	16452.0
SRR6444344_1	95.92591019159693	50.0	250.99086622201452	251	40.0	23539.0
SRR6444344_2	88.14732996304006	50.0	250.11640256595436	250	50.0	23539.0
SRR6444345_1	96.23009847728949	50.0	249.96815756366317	250	40.0	23051.0
SRR6444345_2	92.56431391262852	51.0	250.98685523404623	251	40.0	23051.0
SRR6444346_1	94.33452320244773	51.0	250.99240183579806	251	40.0	19610.0
SRR6444346_2	84.95155532891383	51.0	250.11305456399796	250	50.0	19610.0
SRR6444347_1	96.47014645137064	50.0	250.9893831290752	251	40.0	29293.0
SRR6444347_2	88.48188987130031	51.0	250.94377496330182	251	50.0	29293.0
SRR6444348_1	96.39371744466841	50.0	250.99375336779292	251	40.0	50107.0
SRR6444348_2	88.85584848424372	50.0	250.8615163550003	251	50.0	50107.0
SRR6444349_1	95.54372717707496	51.0	249.8995481834499	250	40.0	16157.0
SRR6444349_2	90.2704710032803	52.0	250.98514575725693	251	40.0	16157.0
SRR6444350_1	97.08616931358156	51.0	250.9926894731379	251	40.0	67437.0
SRR6444350_2	89.90465174903984	51.0	250.7468155463618	251	50.0	67437.0
SRR6444351_1	95.63524743580145	50.0	250.98876993336827	251	40.0	26714.0
SRR6444351_2	83.94849142771581	50.0	250.65583589129295	251	40.0	26714.0
SRR6444352_1	96.99328413108996	50.0	250.99178907900045	251	40.0	42139.0
SRR6444352_2	90.92527112650988	50.0	250.78098673437907	251	40.0	42139.0
SRR6444353_1	96.34122309561866	51.0	250.9941757351492	251	40.0	45671.0
SRR6444353_2	89.76374504609052	51.0	250.94532635589323	251	50.0	45671.0
SRR6444354_1	96.50480882007976	50.0	250.8716396903589	251	40.0	21315.0
SRR6444354_2	91.54585972319963	51.0	250.98780201735866	251	40.0	21315.0
SRR6444355_1	96.02926107252647	50.0	250.9904645337584	251	40.0	35132.0
SRR6444355_2	90.56985084822954	50.0	250.79366389616305	251	40.0	35132.0
SRR6444356_1	96.28081905557877	52.0	250.00595486836608	250	40.0	19144.0
SRR6444356_2	90.74383618888425	52.0	250.98542624320936	251	40.0	19144.0
SRR6444357_1	95.21215010556426	52.0	250.99267860791392	251	30.0	29366.0
SRR6444357_2	88.10529183409385	52.0	250.36089355036438	250	40.0	29366.0
SRR6444358_1	96.4681606603004	49.0	250.99057056480638	251	40.0	41678.0
SRR6444358_2	90.99764863957003	50.0	250.7348721147848	251	40.0	41678.0
SRR6444359_1	96.32004663703272	53.0	249.97868541864023	250	40.0	27446.0
SRR6444359_2	91.06609341980617	53.0	250.98965240836552	251	40.0	27446.0
SRR6444360_1	96.243879775562	51.0	249.9643686787463	250	40.0	27981.0
SRR6444360_2	92.42700403845467	51.0	250.98867088381402	251	40.0	27981.0
SRR6444361_1	96.06717756399804	51.0	250.98848850481005	251	40.0	30665.0
SRR6444361_2	89.86140551116908	51.0	250.13096363932823	250	50.0	30665.0
SRR6444362_1	96.51726226529377	50.0	250.01761558651322	250	40.0	19812.0
SRR6444362_2	91.9442761962447	51.0	250.98889561881688	251	40.0	19812.0
SRR6444363_1	95.84220553625462	48.0	250.9928275243752	251	40.0	8923.0
SRR6444363_2	81.81105009525945	49.0	250.05334528745936	250	50.0	8923.0
SRR6444364_1	95.50536572223969	50.0	250.974361276997	251	40.0	22271.0
SRR6444364_2	87.48596829958242	51.0	250.09775043778905	250	50.0	22271.0
SRR6444365_1	97.53729576130712	50.0	249.9402794222117	250	40.0	21115.0
SRR6444365_2	89.04570210750651	50.0	250.97774094245796	251	50.0	21115.0
SRR6444366_1	96.69346103414857	50.0	250.98745795564676	251	40.0	35082.0
SRR6444366_2	88.48982384128612	50.0	250.9534234080155	251	50.0	35082.0
SRR6444367_1	96.50788409147198	49.0	250.9936019152976	251	40.0	24226.0
SRR6444367_2	88.82192685544456	50.0	250.08321637909683	250	50.0	24226.0
SRR6444368_1	96.10553274523355	51.0	250.99430871173624	251	40.0	24599.0
SRR6444368_2	90.58904833529819	52.0	250.13955851863898	250	50.0	24599.0
SRR6444369_1	95.39541882628323	52.0	250.98618960040127	251	40.0	29905.0
SRR6444369_2	89.35629493395753	53.0	250.14231733823775	250	50.0	29905.0
SRR6444370_1	97.18672912220406	52.0	250.06549516339146	250	40.0	36079.0
SRR6444370_2	91.8373569112226	52.0	250.97854707724716	251	40.0	36079.0
SRR6444371_1	96.08568098701924	51.0	249.94956395932965	250	40.0	24883.0
SRR6444371_2	92.05481654141381	51.0	250.98529116264115	251	40.0	24883.0
SRR6444372_1	96.71469446147557	49.0	250.99591252810137	251	40.0	19572.0
SRR6444372_2	89.1937461679951	50.0	250.1182301246679	250	50.0	19572.0
SRR6444373_1	96.78290658351267	51.0	250.98928367517237	251	40.0	45538.0
SRR6444373_2	90.89771180113311	51.0	250.29017523826255	250	50.0	45538.0
SRR6444374_1	96.6110128261831	51.0	249.96083038478548	250	40.0	36176.0
SRR6444374_2	93.49015922158337	52.0	250.98844537815125	251	40.0	36176.0
SRR6444375_1	96.35562817461727	49.0	250.99353532483218	251	40.0	28153.0
SRR6444375_2	90.75409370226974	50.0	250.10212055553583	250	50.0	28153.0
SRR6444376_1	93.68852459016394	51.0	250.99270491803279	251	40.0	12200.0
SRR6444376_2	80.1311475409836	51.0	250.10254098360656	250	50.0	12200.0
SRR6444377_1	96.03837471783295	50.0	250.9946576373213	251	40.0	26580.0
SRR6444377_2	88.81113619262604	51.0	250.13592927012792	250	50.0	26580.0
SRR6444378_1	96.73594082887809	49.0	250.9900711500583	251	40.0	24877.0
SRR6444378_2	90.78265064115448	50.0	250.76990794709974	251	40.0	24877.0
SRR6444379_1	96.83616156787762	53.0	250.01921008604205	250	40.0	33472.0
SRR6444379_2	92.97024378585085	54.0	250.98515176864245	251	40.0	33472.0
SRR6444380_1	95.75043984300989	50.0	250.9952293950467	251	40.0	29556.0
SRR6444380_2	87.5355257815672	51.0	250.11899445121125	250	50.0	29556.0
SRR6444381_1	95.7420041612232	52.0	250.01146755697488	250	40.0	20667.0
SRR6444381_2	88.3485750229835	53.0	250.98398412928825	251	50.0	20667.0
SRR6444382_1	96.14696386198312	50.0	250.9908585210254	251	30.0	51414.0
SRR6444382_2	88.22888707355973	51.0	250.3017466059828	250	50.0	51414.0
SRR6444383_1	97.8424072265625	49.0	250.01260375976562	250	40.0	32768.0
SRR6444383_2	94.061279296875	50.0	250.98651123046875	251	40.0	32768.0
SRR6444384_1	97.2905018691898	50.0	249.96099513679823	250	40.0	30227.0
SRR6444384_2	93.64806299004202	50.0	250.98610513779073	251	40.0	30227.0
SRR6444385_1	97.89151826620453	49.0	250.99410382056493	251	40.0	100404.0
SRR6444385_2	92.06704912154895	49.0	250.0838811202741	250	50.0	100404.0
SRR6444386_1	96.33101877204126	52.0	250.9950715177535	251	40.0	45653.0
SRR6444386_2	90.52198103081945	52.0	250.66043852539812	251	50.0	45653.0
SRR6444387_1	96.33685957270276	52.0	250.9953951462352	251	40.0	24105.0
SRR6444387_2	90.11408421489318	53.0	250.14843393486828	250	50.0	24105.0
SRR6444388_1	96.01058027923212	50.0	250.99168302792322	251	40.0	36672.0
SRR6444388_2	90.95767888307155	50.0	250.84617691972076	251	40.0	36672.0
SRR6444389_1	95.71810883140054	52.0	250.99436090225564	251	40.0	31388.0
SRR6444389_2	87.31362304065249	53.0	250.09459028928254	250	50.0	31388.0
SRR6444390_1	97.89598654486693	49.0	249.90749596016227	250	40.0	30323.0
SRR6444390_2	94.44645978300301	50.0	250.9853576493091	251	40.0	30323.0
SRR6444391_1	97.29107205447899	49.0	250.99351559761655	251	40.0	39942.0
SRR6444391_2	90.82920234339792	50.0	250.07668619498273	250	50.0	39942.0
SRR6444392_1	97.1812122344733	50.0	249.94580452251915	250	40.0	32106.0
SRR6444392_2	92.98884943624245	51.0	250.9844265869308	251	40.0	32106.0
SRR6444393_1	95.8856384449483	51.0	250.99283857766963	251	40.0	36166.0
SRR6444393_2	89.22468616933031	51.0	250.84294641375877	251	50.0	36166.0
SRR6444394_1	96.758227445078	49.0	250.9904483487221	251	40.0	34549.0
SRR6444394_2	88.35566876031145	50.0	250.95337057512518	251	50.0	34549.0
SRR6444395_1	97.10037508703367	50.0	250.00759158187904	250	40.0	44523.0
SRR6444395_2	94.10192484783146	51.0	250.98531096287311	251	40.0	44523.0
SRR6444396_1	96.01954999779842	51.0	249.99273479811546	250	40.0	22711.0
SRR6444396_2	91.13205054819251	52.0	250.98863986614415	251	40.0	22711.0
SRR6444397_1	95.61256452110999	52.0	250.99190453081573	251	40.0	45334.0
SRR6444397_2	88.70163674063616	52.0	250.2479154718313	250	40.0	45334.0
SRR6444398_1	96.14174744816074	50.0	249.98632599345189	250	40.0	15577.0
SRR6444398_2	90.4474545804712	51.0	250.98812351543944	251	40.0	15577.0
SRR6444399_1	97.18305871694695	50.0	250.99161995357002	251	40.0	35322.0
SRR6444399_2	91.22360002264877	51.0	250.0773172527037	250	50.0	35322.0
SRR6444400_1	94.35574811561517	50.0	250.99234375927355	251	40.0	16849.0
SRR6444400_2	86.91910499139415	51.0	250.1229746572497	250	50.0	16849.0
SRR6444401_1	95.27936692816279	50.0	250.99088760234318	251	40.0	29191.0
SRR6444401_2	84.10126408824638	51.0	250.6992908773252	251	40.0	29191.0
SRR6444402_1	96.06907992179632	50.0	250.97464304757392	251	40.0	33758.0
SRR6444402_2	89.3417856508087	50.0	250.41471651164167	250	50.0	33758.0
SRR6444403_1	96.98981091407857	50.0	250.99341138434409	251	40.0	40828.0
SRR6444403_2	89.89419026158518	51.0	250.29612030959146	250	50.0	40828.0
SRR6444404_1	97.07628329259389	52.0	250.99438113075774	251	40.0	31501.0
SRR6444404_2	88.82892606583918	52.0	250.94244627154694	251	50.0	31501.0
SRR6444405_1	93.34514170040485	52.0	250.93775303643724	251	40.0	23712.0
SRR6444405_2	86.32338056680162	53.0	250.7206056005398	251	40.0	23712.0
SRR6444406_1	96.55294796149239	49.0	250.99299055055232	251	40.0	22541.0
SRR6444406_2	89.4414622243911	50.0	250.13313517590169	250	50.0	22541.0
SRR6444407_1	96.07040789815537	52.0	250.9836970641725	251	40.0	15396.0
SRR6444407_2	88.30215640426084	53.0	250.09171213302156	250	50.0	15396.0
SRR6444408_1	96.42784345699144	51.0	250.9935028536486	251	40.0	39248.0
SRR6444408_2	89.16887484712596	52.0	250.29700876477781	250	50.0	39248.0
SRR6444409_1	96.11988413380676	51.0	250.97621939824333	251	40.0	42808.0
SRR6444409_2	89.63277891982807	51.0	250.36252569613157	250	50.0	42808.0
SRR6444410_1	94.3067649028801	51.0	250.9899903252214	251	40.0	26874.0
